,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,log_saleprice,saleprice
190,2357,527376110,60,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,4,TA,1,GLQ,194,Unf,0,638,832,GasA,3,Y,SBrkr,832,832,0,1664,0,0,2,1,4,1,3,8,8,1,TA,Attchd,1976.0,RFn,2,528,TA,TA,3,0,28,0,0,259,0,,GdWo,,0,3,2006,WD ,17.61216964525057,200351.0
191,328,923225390,120,RM,31.0,2394,Pave,,Reg,Low,AllPub,Inside,Mod,MeadowV,Norm,Norm,Twnhs,1Story,5,6,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,4,TA,4,GLQ,915,Unf,0,30,945,GasA,5,Y,SBrkr,945,0,0,945,1,1,1,0,2,1,3,5,8,1,Po,Attchd,1973.0,RFn,1,253,TA,TA,3,174,0,56,0,108,0,,,,0,5,2010,WD ,16.945197629998844,126186.0
192,1356,903425420,30,RL,55.0,10267,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,BrkTil,3,Gd,2,Rec,210,ALQ,606,0,816,GasA,5,Y,SBrkr,838,0,0,838,1,0,1,0,2,1,2,5,8,0,,Detchd,1961.0,Fin,1,275,TA,TA,1,0,0,112,0,0,0,,MnWw,,0,5,2008,WD ,16.880932006683214,120689.0
193,1154,532377020,20,RL,60.0,6360,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1963,1963,Hip,CompShg,Wd Sdng,HdBoard,None,0.0,TA,TA,CBlock,4,Gd,1,ALQ,489,Unf,0,375,864,GasA,3,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,8,0,,Attchd,1963.0,Unf,1,276,TA,TA,3,0,0,0,0,0,0,,,Shed,650,1,2008,COD,16.739912127075687,109450.0
194,1730,528218050,60,RL,65.0,10237,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,TA,1,Unf,0,Unf,0,783,783,GasA,5,Y,SBrkr,783,701,0,1484,0,0,2,1,3,1,4,8,8,1,Gd,Attchd,2005.0,Fin,2,393,TA,TA,3,0,72,0,0,0,0,,,,0,7,2007,New,17.451787088482156,179272.0
195,2249,914452120,85,RL,,7540,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,4,TA,3,GLQ,773,Unf,0,115,888,GasA,5,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,3,5,8,1,TA,Attchd,1978.0,RFn,2,470,TA,TA,3,0,0,0,0,192,0,,MnPrv,,0,6,2007,WD ,17.245542138924066,155391.0
196,1119,528435020,60,RL,80.0,9428,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,310.0,Gd,TA,PConc,4,TA,3,GLQ,729,Unf,0,226,955,GasA,5,Y,SBrkr,955,919,0,1874,1,0,2,1,3,1,4,8,8,1,Gd,Attchd,2007.0,Fin,3,880,TA,TA,3,168,108,0,0,0,0,,,,0,2,2008,New,18.068224356334163,274838.0
197,2856,909256010,50,RL,84.0,10164,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1939,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,3,Fa,3,LwQ,646,Unf,0,346,992,GasA,2,Y,SBrkr,992,473,0,1465,0,0,2,0,3,1,3,6,8,2,TA,Detchd,1939.0,Unf,1,240,TA,TA,3,0,126,0,0,0,0,,,,0,7,2006,WD ,17.06445276888034,137060.0
198,1394,905225040,80,RL,85.0,13825,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,3,TA,1,Unf,0,Unf,0,533,533,GasA,3,Y,SBrkr,1021,580,0,1601,0,1,1,0,3,1,3,6,6,0,,BuiltIn,1958.0,RFn,1,300,TA,TA,3,280,34,0,0,0,0,,,,0,12,2008,WD ,17.0431768085971,135054.0
199,2587,535325130,80,RL,55.0,7700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,4,TA,1,BLQ,271,Unf,0,30,301,GasA,5,Y,FuseA,1145,0,0,1145,0,0,1,0,3,1,3,6,6,0,,Detchd,1993.0,Unf,2,684,TA,TA,3,0,0,0,0,0,0,,GdWo,,0,9,2006,WD ,16.984681730099823,129688.0
200,61,528344070,60,RL,60.0,17433,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114.0,Gd,TA,PConc,5,TA,1,Unf,0,Unf,0,1629,1629,GasA,5,Y,SBrkr,1645,830,0,2475,0,0,2,1,4,1,4,7,8,1,TA,Attchd,1998.0,Fin,3,962,TA,TA,3,23,172,0,0,256,0,,,,0,1,2010,WD ,18.268119399076404,315684.0
201,2661,902325100,75,RM,70.0,6300,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1910,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,TA,1,Unf,0,Unf,0,1226,1226,GasA,5,Y,SBrkr,1226,878,0,2104,0,0,2,0,5,1,3,9,8,0,,Detchd,1910.0,Unf,2,432,Fa,TA,2,0,341,88,0,0,0,,,,0,7,2006,WD ,17.330184451875237,164780.0
202,2711,905103180,80,RL,80.0,10366,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1964,1964,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,Gd,CBlock,3,TA,3,GLQ,456,Unf,0,456,912,GasA,3,Y,SBrkr,934,0,0,934,0,1,1,0,2,1,3,4,8,0,,Attchd,1964.0,Unf,1,336,TA,TA,3,77,0,0,0,0,0,,GdPrv,Shed,500,7,2006,WD ,17.038068826013802,134577.0
203,1147,531450170,60,RL,76.0,9291,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,4,TA,1,GLQ,426,Unf,0,406,832,GasA,5,Y,SBrkr,832,878,0,1710,0,0,2,1,3,1,4,7,8,0,,Attchd,1993.0,RFn,2,506,TA,TA,3,144,70,0,0,0,0,,,,0,6,2008,WD ,17.46508281956357,180931.0
204,757,903475100,70,RM,,5775,Pave,,IR2,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,6,7,1915,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,TA,1,Unf,0,Unf,0,483,483,GasA,5,Y,SBrkr,741,686,0,1427,0,0,1,0,3,1,4,7,8,0,,Attchd,1915.0,Unf,1,379,TA,TA,3,0,24,112,0,0,0,,,,0,2,2009,WD ,16.968704146472234,128259.0
205,2623,535451210,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,0,,0,,0,,0,0,0,GasA,3,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,8,0,,Detchd,1950.0,Unf,2,420,TA,TA,3,0,29,0,0,0,0,,,,0,7,2006,WD ,16.601386107239076,99429.0
206,2378,527455100,160,RL,24.0,2179,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,4,TA,1,ALQ,70,Unf,0,785,855,GasA,4,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,3,6,8,1,TA,Attchd,1976.0,RFn,2,460,TA,TA,3,0,28,0,0,0,0,,,,0,7,2006,WD ,17.12907339445474,143339.0
207,1413,905452120,60,RL,50.0,9360,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,8,1962,2001,Gable,CompShg,VinylSd,VinylSd,BrkCmn,216.0,Gd,TA,CBlock,3,TA,1,Rec,324,Unf,0,297,621,GasA,3,Y,SBrkr,621,648,0,1269,0,0,1,1,3,1,3,7,8,0,,Detchd,1962.0,Unf,1,280,TA,TA,3,0,236,0,0,0,0,,GdWo,,0,11,2008,WD ,17.104187820124658,140888.0
208,1722,528181080,120,RL,44.0,6442,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,4,Gd,2,GLQ,24,Unf,0,1346,1370,GasA,5,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,8,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,3,120,49,0,0,0,0,,,,0,10,2007,WD ,17.683352602809048,210484.0
209,1112,528427070,60,RL,86.0,14598,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,4,TA,2,Unf,0,Unf,0,894,894,GasA,5,Y,SBrkr,894,1039,0,1933,0,0,2,1,4,1,4,9,8,1,Gd,BuiltIn,2007.0,Fin,3,668,TA,TA,3,100,18,0,0,0,0,,,,0,1,2008,WD ,17.640081151271286,204265.0
210,1623,527161090,60,RL,,8637,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,TA,1,ALQ,871,Unf,0,52,923,GasA,4,Y,SBrkr,947,767,0,1714,1,0,2,1,3,1,3,7,8,1,TA,Attchd,2000.0,Fin,2,451,TA,TA,3,256,48,0,0,0,0,,,,0,4,2007,WD ,17.591572080311675,197511.0
211,1201,534250410,60,RL,76.0,9120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,3,TA,1,ALQ,442,Unf,0,459,901,GasA,3,Y,SBrkr,943,933,0,1876,0,0,2,1,4,1,4,8,8,1,TA,Attchd,1974.0,RFn,2,540,Gd,TA,3,0,69,0,0,0,0,,,,0,7,2008,WD ,17.39891518534732,172821.0
212,1513,909100150,30,RL,67.0,5142,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1923,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,3,TA,1,ALQ,224,Unf,0,725,949,GasA,3,Y,SBrkr,949,343,0,1292,0,0,1,1,3,1,4,6,8,0,,Detchd,1923.0,Unf,1,205,TA,TA,1,0,0,183,0,0,0,,,,0,6,2008,WD ,16.837581821448307,117116.0
213,957,916176125,20,RL,150.0,215245,Pave,,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,4,TA,4,ALQ,1236,Rec,820,80,2136,GasW,3,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,3,8,8,2,Gd,Attchd,1965.0,RFn,2,513,TA,TA,3,0,0,0,0,0,0,,,,0,6,2009,WD ,19.950745396178633,1013381.0
214,1171,533215070,120,FV,35.0,4109,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,4,TA,3,GLQ,1141,Unf,0,416,1557,GasA,5,Y,SBrkr,1557,0,0,1557,1,0,2,0,2,1,5,5,8,1,TA,Attchd,1999.0,RFn,2,484,TA,TA,3,124,113,0,0,0,0,,,,0,6,2008,WD ,17.98918798045424,260187.0
215,1145,531450030,60,RL,75.0,8285,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,4,TA,1,GLQ,397,Unf,0,439,836,GasA,4,Y,SBrkr,844,893,0,1737,0,1,2,1,3,1,4,7,8,0,,Attchd,1992.0,Fin,2,506,TA,TA,3,192,85,0,0,0,0,,,,0,5,2008,WD ,17.571742417325396,194815.0
216,2726,905202190,20,RL,,20355,Pave,,Reg,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,6,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,123.0,TA,TA,CBlock,4,TA,3,Rec,810,ALQ,826,229,1865,GasA,3,Y,SBrkr,1830,0,0,1830,1,0,1,0,2,1,3,6,8,2,Gd,Attchd,1967.0,Unf,2,521,TA,TA,3,0,115,168,0,0,0,,,,0,6,2006,WD ,17.88478985159076,242024.0
217,703,902110080,60,RM,60.0,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,3,TA,1,Unf,0,Unf,0,651,651,GasA,4,Y,SBrkr,707,682,0,1389,0,0,1,1,3,1,3,6,8,2,Gd,Detchd,1947.0,Unf,1,240,TA,TA,2,0,0,126,0,0,0,,,,0,9,2009,WD ,17.014950482814296,132437.0
218,760,903481130,85,RM,86.0,5160,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,1923,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,4,Fa,3,BLQ,749,Rec,63,46,858,GasA,3,Y,SBrkr,892,0,0,892,1,0,1,0,1,1,4,5,6,0,,,,,0,0,,,1,0,0,105,0,160,0,,,,0,7,2009,COD,16.55377096988199,96201.0
219,1964,535453080,20,RL,,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2003,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,3,TA,1,GLQ,574,Unf,0,466,1040,GasA,5,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,4,6,8,0,,Attchd,1959.0,RFn,1,286,TA,TA,3,0,0,0,0,0,0,,,Shed,0,7,2007,WD ,17.21180318077362,151799.0
220,2512,533223010,160,FV,35.0,3735,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,4,TA,1,GLQ,450,Unf,0,241,691,GasA,5,Y,SBrkr,713,739,0,1452,1,0,2,1,3,1,4,6,8,0,,Detchd,1999.0,Unf,2,506,TA,TA,3,0,34,0,0,0,0,,,,0,3,2006,WD ,17.452995742848817,179422.0
221,159,535377090,90,RL,64.0,6979,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,3,TA,1,GLQ,1056,Unf,0,0,1056,GasA,4,Y,SBrkr,1056,0,0,1056,2,0,0,0,0,2,3,4,8,0,,Detchd,1980.0,Unf,2,576,TA,TA,3,264,56,0,0,0,0,,GdPrv,Shed,600,6,2010,WD ,17.080190472713184,138564.0
222,1281,535475020,60,RL,71.0,7056,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,3,TA,1,BLQ,400,Unf,0,380,780,GasA,3,Y,SBrkr,983,813,0,1796,1,0,1,1,4,1,3,8,8,1,TA,Attchd,1963.0,RFn,2,483,TA,TA,3,0,50,0,0,0,0,,,,0,10,2008,WD ,17.303461079920872,161756.0
223,468,528221070,60,RL,122.0,11911,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,TA,3,Unf,0,Unf,0,684,684,GasA,5,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,4,6,8,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,3,100,38,0,0,0,0,,,,0,3,2009,WD ,17.403744949228066,173400.0
224,290,909176150,30,RL,,7890,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,3,TA,1,Rec,238,Unf,0,618,856,GasA,3,Y,SBrkr,856,0,0,856,1,0,1,0,2,1,3,4,8,1,Gd,Detchd,1939.0,Unf,2,399,TA,TA,3,0,0,0,0,166,0,,,,0,3,2010,WD ,16.955473467821847,127088.0
225,665,535383110,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,TA,1,Unf,0,Unf,0,720,720,GasA,3,N,SBrkr,846,0,0,846,0,0,1,0,2,1,4,4,8,0,,Detchd,1980.0,Fin,2,576,TA,TA,1,0,0,0,0,0,0,,,,0,6,2009,WD ,16.568468321994022,97187.0
226,1463,907260010,60,RL,,11250,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,4,TA,2,Unf,0,Unf,0,1128,1128,GasA,5,Y,SBrkr,1149,1141,0,2290,0,0,2,1,4,1,4,9,8,1,Gd,Attchd,2002.0,Unf,2,779,TA,TA,3,0,0,0,0,0,0,,,,0,5,2008,WD ,17.89781248715682,244218.0
227,1792,528445020,60,RL,70.0,9605,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,TA,1,Unf,0,Unf,0,982,982,GasA,5,Y,SBrkr,982,995,0,1977,0,0,2,1,3,1,4,7,8,0,,Attchd,2006.0,RFn,3,574,TA,TA,3,240,53,0,0,0,0,,,,0,7,2007,WD ,17.71264886775521,214802.0
228,923,909277090,20,RL,80.0,14680,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,4,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,TA,1,Rec,793,Unf,0,480,1273,GasA,5,Y,SBrkr,1273,0,0,1273,0,0,1,0,2,1,3,5,8,0,,Attchd,1960.0,Unf,1,307,TA,TA,3,483,0,0,0,115,0,,MnPrv,,0,6,2009,WD ,17.0597211422454,136612.0
229,500,528354050,60,RL,79.0,10208,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921.0,Gd,TA,PConc,4,TA,1,Unf,0,Unf,0,1264,1264,GasA,5,Y,SBrkr,1277,1067,0,2344,0,0,2,1,3,1,4,7,8,1,TA,Attchd,1996.0,RFn,3,889,TA,TA,3,220,0,0,0,0,0,,,,0,7,2009,WD ,17.840472011384474,234702.0
230,1408,905426030,30,RL,85.0,19550,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1940,2007,Flat,Tar&Grv,PreCast,PreCast,None,0.0,TA,TA,PConc,3,TA,4,ALQ,1035,Unf,0,545,1580,GasA,5,Y,SBrkr,1518,0,0,1518,1,0,1,0,2,1,2,5,8,2,Gd,,,,0,0,,,3,0,39,0,0,0,0,,,,0,1,2008,WD ,17.51739149733369,187612.0
231,331,923226320,180,RM,21.0,1491,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,4,TA,3,LwQ,150,GLQ,480,0,630,GasA,5,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,3,3,8,0,,,,,0,0,,,3,96,24,0,0,0,0,,,,0,5,2010,WD ,16.29067632588359,80165.0
232,170,902102100,50,RM,60.0,4800,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1900,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,771.0,TA,TA,PConc,3,TA,1,ALQ,48,Unf,0,661,709,GasA,3,Y,SBrkr,1157,687,0,1844,1,0,1,0,3,1,3,9,6,2,Gd,Basment,1900.0,Unf,1,240,TA,TA,3,84,0,0,0,0,0,,,,0,1,2010,COD,16.76324641140464,111235.0
233,2192,908275200,20,RL,60.0,8172,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,TA,1,BLQ,544,Unf,0,224,768,GasA,3,Y,SBrkr,768,0,0,768,0,0,1,0,2,1,3,4,8,1,Fa,Detchd,1959.0,Unf,1,355,TA,TA,3,0,0,196,0,0,0,,MnPrv,,0,7,2007,WD ,16.380665745723423,85324.0
234,2571,535150300,75,RL,174.0,25419,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,3,TA,1,GLQ,1036,LwQ,184,140,1360,GasA,4,Y,SBrkr,1360,1360,392,3112,1,1,2,0,4,1,4,8,8,1,Ex,Detchd,1918.0,Unf,2,795,TA,TA,3,0,16,552,0,0,512,Ex,GdPrv,,0,3,2006,WD ,18.241221202121455,309852.0
235,2314,527107030,60,RL,,13031,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,4,TA,1,ALQ,592,Unf,0,99,691,GasA,4,Y,SBrkr,691,807,0,1498,0,0,2,1,3,1,3,6,8,1,TA,Attchd,1995.0,Fin,2,409,TA,TA,3,315,44,0,0,0,0,,,,0,7,2006,WD ,17.424010891769367,175853.0
236,2647,902111010,30,RM,50.0,5633,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,Stucco,None,0.0,TA,TA,BrkTil,3,Fa,1,Unf,0,Unf,0,844,844,GasA,3,Y,SBrkr,844,0,0,844,0,0,1,0,2,1,3,5,8,0,,Detchd,1925.0,Unf,1,216,TA,TA,1,50,81,123,0,0,0,,,,0,7,2006,WD ,16.357428931703385,83961.0
237,422,528102140,60,RL,110.0,14257,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,726.0,Ex,TA,PConc,5,TA,1,GLQ,1360,Unf,0,416,1776,GasA,5,Y,SBrkr,1794,978,0,2772,1,0,3,1,4,1,5,10,8,3,Gd,BuiltIn,2007.0,Fin,3,754,TA,TA,3,135,64,0,0,0,0,,,,0,6,2009,WD ,18.642829332409267,409309.0
238,2457,528429120,20,RL,49.0,20896,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,5,TA,2,GLQ,1721,Unf,0,356,2077,GasA,5,Y,SBrkr,2097,0,0,2097,1,0,1,1,1,1,5,8,8,1,Ex,Attchd,2005.0,Fin,3,1134,TA,TA,3,192,267,0,0,0,0,,,,0,1,2006,New,18.55680289768701,385615.0
239,1838,533208010,120,FV,47.0,4230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,5,Gd,1,Unf,0,Unf,0,1352,1352,GasA,5,Y,SBrkr,1352,0,0,1352,0,0,2,0,2,1,4,5,8,1,Gd,Attchd,2006.0,RFn,2,466,TA,TA,3,0,241,0,0,0,0,,,,0,4,2007,New,17.612306395218802,200370.0
240,2805,907290260,60,RL,120.0,15611,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,TA,3,Unf,0,Unf,0,1079,1079,GasA,5,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,1,4,8,8,1,Gd,Attchd,2006.0,RFn,2,685,Gd,TA,3,0,51,0,0,0,0,,,,0,7,2006,New,17.957207870927217,254483.0
241,1645,527301280,20,RL,,10960,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1984,1984,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,4,TA,1,GLQ,256,Unf,0,1028,1284,GasA,3,Y,SBrkr,1284,0,0,1284,1,0,2,0,3,1,3,5,8,0,,Attchd,1984.0,Unf,2,480,TA,TA,3,0,0,192,0,0,0,,,,0,4,2007,COD,17.28145439440033,159307.0
