,ques_1,ques_2,ques_3,ques_4,ques_5,ques_6,ques_7,ques_8,ques_9,ques_10,ques_11,card,return
296,Cashback,Yes,79000,caltex,799,899,giant,799,999,899,cashback,uob_one,167.0
297,Cashback,Yes,49000,public_transport,0,799,redmart,999,599,999,cashback,uob_one,106.9533
298,Cashback,No,69000,shell,399,899,giant,100,899,999,cashback,uob_one,140.2966
299,Cashback,Yes,89000,public_transport,0,399,cold_storage,0,0,399,cashback,uob_one,17.0
300,Cashback,No,79000,public_transport,399,399,redmart,899,0,100,cashback,posb_everyday_cashback,80.0
301,Cashback,Yes,79000,spc,399,899,cold_storage,899,100,0,cashback,uob_one,133.6333
302,Cashback,Yes,59000,caltex,399,100,redmart,100,899,799,cashback,uob_one,126.9633
303,Cashback,No,79000,public_transport,100,999,cold_storage,799,0,999,cashback,uob_one,126.9633
304,Cashback,Yes,79000,esso,999,0,ntuc,999,799,100,cashback,uob_one,120.29329999999999
305,Cashback,No,49000,spc,999,799,giant,599,399,599,cashback,uob_one,133.5666
306,Cashback,No,79000,caltex,799,999,cold_storage,899,0,599,cashback,uob_one,126.9633
307,Cashback,Yes,59000,spc,999,599,sheng_shiong,899,399,100,cashback,uob_one,93.6133
308,Cashback,No,59000,esso,399,100,giant,799,100,599,cashback,uob_one,77.95
309,Cashback,Yes,59000,shell,799,599,ntuc,100,999,799,cashback,uob_one,146.9766
310,Cashback,No,79000,public_transport,399,899,cold_storage,399,599,100,cashback,uob_one,160.1799
311,Cashback,Yes,59000,esso,399,799,giant,100,100,100,cashback,uob_one,43.0
312,Cashback,No,69000,public_transport,0,999,sheng_shiong,899,100,0,cashback,posb_everyday_cashback,80.0
313,Cashback,Yes,79000,public_transport,399,100,sheng_shiong,0,100,100,cashback,uob_one,41.95
314,Cashback,No,79000,shell,599,999,giant,799,0,899,cashback,uob_one,130.2966
315,Cashback,No,79000,caltex,999,399,giant,899,100,100,cashback,uob_one,133.6333
316,Cashback,Yes,89000,shell,399,100,giant,0,0,799,cashback,posb_everyday_cashback,80.0
317,Cashback,No,49000,spc,899,799,redmart,999,899,799,cashback,uob_one,126.9633
318,Cashback,No,49000,caltex,799,999,giant,799,599,0,cashback,uob_one,160.2466
319,Cashback,No,69000,spc,599,399,cold_storage,0,899,999,cashback,uob_one,126.9633
320,Cashback,No,89000,public_transport,100,899,redmart,399,599,0,cashback,uob_one,67.95
321,Cashback,Yes,79000,shell,399,799,cold_storage,899,100,999,cashback,uob_one,140.2966
322,Cashback,Yes,89000,shell,799,899,sheng_shiong,399,399,0,cashback,uob_one,106.9566
323,Cashback,No,79000,esso,799,0,sheng_shiong,100,599,899,cashback,uob_one,106.9533
324,Cashback,No,59000,public_transport,100,799,giant,0,599,999,cashback,uob_one,113.6233
325,Cashback,No,49000,esso,399,799,cold_storage,399,0,899,cashback,uob_one,93.6133
326,Cashback,No,59000,esso,899,0,giant,0,799,799,cashback,uob_one,120.29329999999999
327,Cashback,Yes,89000,public_transport,399,799,ntuc,399,899,999,cashback,uob_one,153.57659999999998
328,Cashback,No,79000,shell,599,399,ntuc,899,899,899,cashback,uob_one,136.9666
329,Cashback,Yes,59000,shell,799,799,sheng_shiong,599,999,799,cashback,uob_one,146.9766
330,Cashback,Yes,59000,spc,599,399,sheng_shiong,100,100,599,cashback,posb_everyday_cashback,51.017
331,Cashback,Yes,59000,shell,899,0,ntuc,999,399,799,cashback,uob_one,108.6266
332,Cashback,Yes,39000,caltex,899,0,giant,100,999,799,cashback,uob_one,140.30329999999998
333,Cashback,No,49000,spc,899,599,sheng_shiong,599,999,599,cashback,uob_one,133.6333
334,Cashback,Yes,59000,caltex,899,799,sheng_shiong,399,999,599,cashback,uob_one,133.6333
335,Cashback,No,59000,esso,599,100,redmart,599,599,799,cashback,uob_one,106.9533
336,Cashback,No,49000,caltex,899,999,cold_storage,599,100,100,cashback,uob_one,113.6233
337,Cashback,No,79000,spc,799,100,sheng_shiong,100,100,599,cashback,posb_everyday_cashback,42.647000000000006
338,Cashback,No,69000,public_transport,399,799,redmart,399,899,0,cashback,uob_one,153.57659999999998
339,Cashback,Yes,89000,esso,599,899,cold_storage,399,399,599,cashback,uob_one,120.22659999999999
340,Cashback,No,79000,public_transport,399,0,redmart,899,100,999,cashback,uob_one,100.2833
341,Cashback,Yes,39000,spc,399,799,sheng_shiong,799,0,999,cashback,posb_everyday_cashback,80.0
342,Cashback,No,89000,caltex,599,0,redmart,999,399,899,cashback,uob_one,93.6133
343,Cashback,No,89000,spc,399,599,sheng_shiong,0,100,599,cashback,posb_everyday_cashback,49.417
344,Cashback,Yes,69000,shell,899,599,giant,100,999,899,cashback,uob_one,155.3166
345,Cashback,No,49000,caltex,599,599,giant,0,100,100,cashback,uob_one,38.0
346,Cashback,No,49000,public_transport,399,799,ntuc,899,799,999,cashback,uob_one,146.9066
347,Cashback,Yes,89000,caltex,999,100,redmart,999,100,799,cashback,posb_everyday_cashback,80.0
348,Cashback,No,79000,esso,399,100,giant,999,999,999,cashback,uob_one,167.0
349,Cashback,Yes,79000,spc,599,599,redmart,899,599,799,cashback,uob_one,106.9533
350,Cashback,Yes,89000,shell,399,399,ntuc,599,399,0,cashback,posb_everyday_cashback,54.864000000000004
351,Cashback,Yes,69000,spc,399,999,sheng_shiong,399,899,0,cashback,uob_one,126.9633
352,Cashback,No,59000,shell,599,399,cold_storage,399,0,899,cashback,uob_one,103.6166
353,Cashback,Yes,49000,shell,999,0,sheng_shiong,100,100,999,cashback,uob_one,90.35329999999999
354,Cashback,No,79000,public_transport,0,899,giant,899,899,899,cashback,uob_one,167.0
355,Cashback,Yes,49000,caltex,799,0,redmart,999,899,899,cashback,uob_one,126.9633
356,Cashback,Yes,39000,caltex,799,999,redmart,599,0,599,cashback,posb_everyday_cashback,80.0
357,Cashback,Yes,69000,public_transport,399,100,cold_storage,100,999,0,cashback,uob_one,107.9
358,Cashback,Yes,49000,shell,899,999,ntuc,799,100,899,cashback,uob_one,88.6833
359,Cashback,No,49000,esso,799,399,cold_storage,899,0,599,cashback,uob_one,126.9633
360,Cashback,Yes,49000,shell,799,599,cold_storage,0,999,999,cashback,uob_one,146.9766
361,Cashback,Yes,59000,public_transport,0,100,giant,599,399,999,cashback,uob_one,133.5666
362,Cashback,No,69000,shell,799,399,redmart,999,0,100,cashback,uob_one,80.3433
363,Cashback,Yes,49000,esso,399,0,cold_storage,0,399,999,cashback,uob_one,52.95
364,Cashback,Yes,79000,spc,799,100,redmart,100,100,899,cashback,posb_everyday_cashback,55.647000000000006
365,Cashback,Yes,89000,caltex,999,100,giant,0,100,0,cashback,uob_one,38.0
366,Cashback,Yes,39000,shell,899,100,redmart,899,399,599,cashback,uob_one,108.6266
367,Cashback,No,79000,spc,799,399,redmart,0,100,100,cashback,uob_one,38.0
368,Cashback,No,89000,spc,799,899,sheng_shiong,0,100,999,cashback,posb_everyday_cashback,79.617
369,Cashback,No,79000,spc,899,100,ntuc,799,100,799,cashback,uob_one,73.67
370,Cashback,No,69000,shell,599,0,sheng_shiong,100,399,999,cashback,uob_one,103.6166
371,Cashback,Yes,79000,public_transport,100,0,sheng_shiong,999,599,899,cashback,uob_one,113.6233
372,Cashback,No,49000,caltex,399,0,cold_storage,399,899,100,cashback,uob_one,97.9
373,Cashback,Yes,69000,public_transport,399,100,cold_storage,999,799,100,cashback,uob_one,167.0
374,Cashback,No,49000,caltex,899,399,cold_storage,0,999,799,cashback,uob_one,133.6333
375,Cashback,Yes,59000,caltex,399,899,ntuc,0,899,100,cashback,uob_one,126.9633
376,Cashback,Yes,59000,public_transport,0,100,ntuc,599,100,599,cashback,uob_one,38.0
377,Cashback,Yes,49000,spc,999,100,giant,799,799,899,cashback,uob_one,167.0
378,Cashback,Yes,69000,caltex,399,899,ntuc,899,399,799,cashback,uob_one,93.6133
379,Cashback,Yes,89000,caltex,999,799,sheng_shiong,899,599,100,cashback,uob_one,106.9533
380,Cashback,Yes,49000,spc,899,100,ntuc,399,599,399,cashback,uob_one,106.9533
381,Cashback,No,89000,shell,799,599,redmart,999,799,0,cashback,uob_one,133.6366
382,Cashback,Yes,49000,esso,799,999,redmart,799,999,899,cashback,uob_one,133.6333
383,Cashback,No,49000,spc,899,0,redmart,799,999,100,cashback,uob_one,133.6333
384,Cashback,Yes,89000,caltex,399,799,giant,799,599,899,cashback,uob_one,160.2466
385,Cashback,No,79000,public_transport,399,399,sheng_shiong,999,799,100,cashback,uob_one,146.9066
386,Cashback,Yes,39000,esso,399,399,sheng_shiong,899,799,799,cashback,uob_one,120.29329999999999
387,Cashback,Yes,39000,shell,399,599,ntuc,899,100,899,cashback,uob_one,80.3333
388,Cashback,No,49000,shell,899,399,ntuc,399,899,399,cashback,uob_one,141.9766
389,Cashback,Yes,39000,spc,999,899,ntuc,799,0,899,cashback,hsbc_advance,80.91000000000001
390,Cashback,No,79000,esso,399,599,redmart,599,599,999,cashback,uob_one,106.9533
391,Cashback,Yes,59000,caltex,799,999,giant,899,799,799,cashback,uob_one,167.0
392,Cashback,No,69000,esso,599,899,giant,999,799,399,cashback,uob_one,167.0
393,Cashback,No,69000,shell,399,599,ntuc,599,0,100,cashback,posb_everyday_cashback,64.667
394,Cashback,No,49000,esso,599,899,redmart,399,799,899,cashback,uob_one,120.29329999999999
395,Cashback,Yes,79000,caltex,799,100,giant,799,599,399,cashback,uob_one,160.2466
396,Cashback,Yes,69000,esso,799,599,sheng_shiong,999,599,100,cashback,uob_one,106.9533
397,Cashback,No,79000,esso,599,999,redmart,799,399,799,cashback,uob_one,93.6133
398,Cashback,Yes,59000,public_transport,0,599,redmart,0,599,999,cashback,uob_one,106.9533
399,Cashback,Yes,59000,shell,799,799,cold_storage,100,999,999,cashback,uob_one,153.64659999999998
400,Cashback,No,49000,esso,399,599,ntuc,399,599,399,cashback,uob_one,106.9533
401,Cashback,No,89000,esso,599,999,giant,899,899,0,cashback,uob_one,167.0
402,Cashback,No,89000,public_transport,0,899,cold_storage,799,399,899,cashback,uob_one,146.9066
403,Cashback,No,49000,shell,899,100,giant,899,599,599,cashback,uob_one,167.0
404,Cashback,Yes,89000,caltex,999,0,sheng_shiong,599,399,899,cashback,uob_one,93.6133
405,Cashback,Yes,79000,public_transport,399,599,ntuc,399,799,999,cashback,uob_one,146.9066
406,Cashback,Yes,49000,caltex,799,399,sheng_shiong,399,0,399,cashback,posb_everyday_cashback,62.24700000000001
407,Cashback,No,49000,public_transport,100,899,ntuc,799,399,799,cashback,uob_one,100.2833
408,Cashback,Yes,89000,shell,399,999,giant,599,599,399,cashback,uob_one,153.5699
409,Cashback,Yes,59000,caltex,799,899,cold_storage,0,399,799,cashback,uob_one,93.6133
410,Cashback,Yes,39000,caltex,899,100,giant,599,0,100,cashback,uob_one,62.95
411,Cashback,Yes,79000,spc,399,599,ntuc,599,899,100,cashback,uob_one,126.9633
412,Cashback,No,69000,public_transport,100,0,sheng_shiong,399,899,599,cashback,uob_one,82.95
413,Cashback,Yes,59000,esso,399,100,cold_storage,0,999,799,cashback,uob_one,133.6333
414,Cashback,No,89000,caltex,399,899,ntuc,0,999,799,cashback,uob_one,133.6333
415,Cashback,Yes,49000,shell,799,799,giant,0,100,999,cashback,uob_one,87.0133
416,Cashback,Yes,59000,public_transport,399,100,redmart,799,100,399,cashback,posb_everyday_cashback,80.0
417,Cashback,No,89000,shell,899,999,giant,799,899,399,cashback,uob_one,167.0
418,Cashback,Yes,89000,public_transport,399,399,redmart,399,0,899,cashback,uob_one,93.6133
419,Cashback,Yes,69000,shell,399,399,redmart,100,0,899,cashback,posb_everyday_cashback,80.0
420,Cashback,Yes,39000,public_transport,100,899,redmart,599,100,999,cashback,uob_one,80.34
421,Cashback,No,79000,public_transport,0,599,sheng_shiong,100,100,799,cashback,posb_everyday_cashback,65.22
422,Cashback,Yes,39000,esso,399,100,cold_storage,100,399,599,cashback,uob_one,57.95
423,Cashback,Yes,89000,shell,599,100,ntuc,0,399,799,cashback,posb_everyday_cashback,80.0
424,Cashback,Yes,79000,shell,399,999,sheng_shiong,899,799,0,cashback,uob_one,126.9566
425,Cashback,Yes,49000,public_transport,399,399,cold_storage,0,0,599,cashback,posb_everyday_cashback,61.870000000000005
426,Cashback,No,79000,esso,799,599,giant,799,399,399,cashback,uob_one,146.9066
427,Cashback,No,89000,shell,399,799,sheng_shiong,100,599,399,cashback,uob_one,113.6166
428,Cashback,Yes,69000,shell,799,399,redmart,599,999,899,cashback,uob_one,146.9766
429,Cashback,No,59000,shell,599,899,ntuc,100,999,100,cashback,uob_one,143.6366
430,Cashback,No,59000,spc,999,399,ntuc,999,100,799,cashback,hsbc_advance,74.41
431,Cashback,No,69000,shell,799,999,giant,100,799,399,cashback,uob_one,140.3066
432,Cashback,No,69000,shell,899,399,sheng_shiong,100,899,100,cashback,uob_one,141.9766
433,Cashback,Yes,79000,shell,599,899,ntuc,100,799,599,cashback,uob_one,130.2966
434,Cashback,Yes,39000,shell,599,599,sheng_shiong,899,999,0,cashback,uob_one,143.6366
435,Cashback,Yes,59000,esso,799,899,cold_storage,399,799,999,cashback,uob_one,146.9066
436,Cashback,No,69000,public_transport,100,799,cold_storage,999,899,999,cashback,uob_one,167.0
437,Cashback,No,59000,spc,899,799,ntuc,399,599,100,cashback,uob_one,106.9533
438,Cashback,Yes,59000,esso,799,599,sheng_shiong,0,100,899,cashback,uob_one,73.67
439,Cashback,No,79000,esso,399,399,cold_storage,100,799,399,cashback,uob_one,126.9633
440,Cashback,No,59000,shell,799,399,redmart,599,799,0,cashback,uob_one,133.6366
441,Cashback,No,59000,spc,399,899,cold_storage,100,899,100,cashback,uob_one,133.6333
442,Cashback,Yes,49000,public_transport,399,0,sheng_shiong,999,999,0,cashback,uob_one,160.2466
443,Cashback,Yes,59000,esso,399,399,giant,899,799,899,cashback,uob_one,167.0
444,Cashback,Yes,69000,shell,799,0,ntuc,399,999,899,cashback,uob_one,146.9766
445,Cashback,Yes,69000,spc,599,799,cold_storage,599,0,999,cashback,uob_one,106.9533
446,Cashback,No,89000,esso,399,799,cold_storage,0,899,999,cashback,uob_one,126.9633
447,Cashback,No,59000,spc,899,399,sheng_shiong,399,799,799,cashback,uob_one,120.29329999999999
448,Cashback,No,79000,public_transport,100,100,ntuc,399,599,100,cashback,uob_one,67.95
449,Cashback,No,59000,shell,799,100,ntuc,799,999,899,cashback,uob_one,146.9766
450,Cashback,Yes,59000,esso,899,899,sheng_shiong,399,799,599,cashback,uob_one,120.29329999999999
451,Cashback,No,69000,spc,799,999,sheng_shiong,599,399,799,cashback,uob_one,93.6133
452,Cashback,No,59000,shell,799,0,cold_storage,999,999,799,cashback,uob_one,167.0
453,Cashback,No,69000,shell,899,999,giant,0,100,0,cashback,posb_everyday_cashback,80.0
454,Cashback,Yes,79000,esso,999,599,ntuc,399,100,100,cashback,uob_one,73.67
455,Cashback,No,49000,caltex,899,599,redmart,899,599,999,cashback,uob_one,106.9533
456,Cashback,No,59000,spc,999,100,cold_storage,999,599,100,cashback,uob_one,167.0
457,Cashback,Yes,69000,public_transport,0,599,redmart,899,899,100,cashback,uob_one,126.9633
458,Cashback,Yes,39000,spc,599,899,sheng_shiong,100,0,599,cashback,uob_one,67.0
459,Cashback,No,89000,caltex,799,399,sheng_shiong,599,399,399,cashback,uob_one,93.6133
460,Cashback,No,89000,public_transport,399,899,ntuc,899,100,100,cashback,uob_one,100.2833
461,Cashback,No,59000,public_transport,100,999,cold_storage,0,399,899,cashback,uob_one,100.2833
462,Cashback,Yes,69000,shell,899,799,sheng_shiong,399,599,599,cashback,uob_one,121.9666
463,Cashback,No,79000,public_transport,399,0,redmart,100,899,999,cashback,uob_one,153.57659999999998
464,Cashback,Yes,79000,spc,999,100,cold_storage,899,100,899,cashback,uob_one,133.6333
465,Cashback,No,59000,spc,799,899,ntuc,100,799,0,cashback,uob_one,120.29329999999999
466,Cashback,Yes,59000,spc,999,799,ntuc,899,100,399,cashback,hsbc_advance,75.91000000000001
467,Cashback,Yes,49000,shell,399,599,ntuc,100,799,999,cashback,uob_one,126.9566
468,Cashback,No,89000,caltex,399,0,sheng_shiong,0,799,100,cashback,uob_one,72.95
469,Cashback,No,79000,public_transport,399,799,sheng_shiong,999,599,999,cashback,uob_one,133.5666
470,Cashback,No,89000,spc,799,899,sheng_shiong,100,599,799,cashback,uob_one,106.9533
471,Cashback,No,89000,esso,599,100,cold_storage,399,799,999,cashback,uob_one,146.9066
472,Cashback,Yes,49000,shell,799,399,ntuc,399,0,0,cashback,posb_everyday_cashback,80.0
473,Cashback,No,89000,spc,999,399,cold_storage,0,899,999,cashback,uob_one,126.9633
474,Cashback,Yes,49000,spc,999,999,redmart,399,999,899,cashback,uob_one,133.6333
475,Cashback,Yes,69000,spc,799,0,giant,799,0,399,cashback,uob_one,72.95
476,Cashback,Yes,89000,public_transport,399,899,giant,599,899,799,cashback,uob_one,167.0
477,Cashback,Yes,89000,shell,999,799,cold_storage,599,999,999,cashback,uob_one,167.0
478,Cashback,Yes,89000,shell,599,599,giant,799,599,799,cashback,uob_one,167.0
479,Cashback,Yes,69000,public_transport,0,799,cold_storage,399,100,399,cashback,uob_one,57.95
480,Cashback,Yes,59000,shell,799,899,cold_storage,999,399,0,cashback,uob_one,167.0
481,Cashback,Yes,89000,caltex,599,599,giant,899,0,0,cashback,uob_one,126.9633
482,Cashback,Yes,69000,shell,599,0,sheng_shiong,999,599,599,cashback,uob_one,116.9566
483,Cashback,No,89000,public_transport,0,599,giant,0,899,799,cashback,uob_one,126.9633
484,Cashback,No,89000,public_transport,100,100,ntuc,799,399,899,cashback,uob_one,100.2833
485,Cashback,No,79000,caltex,899,899,sheng_shiong,999,999,599,cashback,uob_one,133.6333
486,Cashback,Yes,39000,spc,799,599,cold_storage,899,899,599,cashback,uob_one,167.0
487,Cashback,No,49000,esso,599,999,giant,0,899,999,cashback,uob_one,126.9633
488,Cashback,Yes,39000,caltex,899,0,cold_storage,100,100,999,cashback,uob_one,80.34
489,Cashback,No,49000,public_transport,100,799,giant,100,899,799,cashback,uob_one,140.30329999999998
490,Cashback,No,79000,spc,999,100,giant,799,100,899,cashback,uob_one,126.9633
491,Cashback,Yes,39000,shell,799,399,ntuc,100,599,799,cashback,uob_one,120.2966
492,Cashback,Yes,69000,caltex,999,599,redmart,0,799,0,cashback,uob_one,120.29329999999999
493,Cashback,Yes,69000,caltex,799,999,redmart,100,0,599,cashback,posb_everyday_cashback,67.31700000000001
494,Cashback,No,49000,spc,999,599,sheng_shiong,799,599,899,cashback,uob_one,106.9533
495,Cashback,No,69000,public_transport,399,100,sheng_shiong,0,100,999,cashback,posb_everyday_cashback,73.2
496,Cashback,No,59000,spc,399,599,giant,899,100,899,cashback,uob_one,133.6333
497,Cashback,Yes,59000,spc,399,0,giant,599,799,399,cashback,uob_one,160.2466
498,Cashback,No,69000,shell,899,799,cold_storage,999,899,599,cashback,uob_one,167.0
499,Cashback,No,69000,shell,799,999,sheng_shiong,799,399,100,cashback,uob_one,106.9566
500,Cashback,No,59000,shell,799,0,sheng_shiong,599,999,899,cashback,uob_one,146.9766
501,Cashback,No,89000,public_transport,399,899,redmart,599,899,399,cashback,uob_one,153.57659999999998
502,Cashback,No,59000,shell,999,399,ntuc,100,999,599,cashback,uob_one,150.3166
503,Cashback,No,29000,spc,799,899,giant,0,599,899,cashback,not_eligible,0.0
504,Cashback,Yes,79000,shell,899,899,sheng_shiong,599,599,599,cashback,uob_one,121.9666
505,Cashback,No,59000,caltex,799,799,ntuc,899,899,999,cashback,uob_one,126.9633
506,Cashback,Yes,39000,spc,399,799,ntuc,399,799,599,cashback,uob_one,120.29329999999999
507,Cashback,Yes,49000,caltex,999,999,cold_storage,100,399,799,cashback,uob_one,100.2833
508,Cashback,No,29000,shell,799,0,giant,599,999,100,cashback,not_eligible,0.0
509,Cashback,No,89000,caltex,399,799,redmart,999,399,100,cashback,uob_one,93.6133
510,Cashback,Yes,29000,shell,999,799,giant,0,599,599,cashback,not_eligible,0.0
511,Cashback,No,79000,public_transport,0,100,redmart,399,399,999,cashback,posb_everyday_cashback,74.09700000000001
512,Cashback,Yes,59000,public_transport,0,899,sheng_shiong,0,399,0,cashback,uob_one,52.95
513,Cashback,No,49000,public_transport,0,100,cold_storage,100,999,799,cashback,uob_one,87.95
514,Cashback,No,89000,public_transport,0,799,redmart,599,399,100,cashback,posb_everyday_cashback,60.117000000000004
515,Cashback,Yes,79000,caltex,899,399,ntuc,899,399,899,cashback,uob_one,93.6133
516,Cashback,Yes,79000,shell,899,399,cold_storage,599,0,399,cashback,uob_one,121.9666
517,Cashback,Yes,89000,esso,799,899,redmart,0,999,0,cashback,uob_one,133.6333
518,Cashback,No,29000,spc,399,0,giant,399,100,799,cashback,not_eligible,0.0
519,Cashback,No,89000,shell,399,799,cold_storage,999,999,799,cashback,uob_one,167.0
520,Cashback,Yes,39000,public_transport,0,899,ntuc,999,0,999,cashback,posb_everyday_cashback,79.917
521,Cashback,No,49000,spc,999,100,giant,100,0,899,cashback,uob_one,73.67
522,Cashback,Yes,39000,esso,999,0,cold_storage,999,899,0,cashback,uob_one,167.0
523,Cashback,Yes,69000,spc,899,399,redmart,899,100,999,cashback,posb_everyday_cashback,80.0
524,Cashback,No,49000,esso,399,999,ntuc,599,999,999,cashback,uob_one,133.6333
525,Cashback,No,79000,public_transport,0,999,giant,399,0,799,cashback,uob_one,93.6133
526,Cashback,No,59000,spc,999,999,giant,100,599,799,cashback,uob_one,113.6233
527,Cashback,No,79000,caltex,399,599,sheng_shiong,0,999,599,cashback,uob_one,133.6333
528,Cashback,Yes,39000,public_transport,0,999,cold_storage,0,999,799,cashback,uob_one,133.6333
529,Cashback,Yes,79000,esso,799,100,cold_storage,799,999,799,cashback,uob_one,167.0
530,Cashback,Yes,79000,public_transport,0,599,redmart,999,100,100,cashback,posb_everyday_cashback,73.22
531,Cashback,Yes,29000,spc,599,899,redmart,799,0,799,cashback,not_eligible,0.0
532,Cashback,Yes,89000,shell,399,0,cold_storage,0,100,100,cashback,uob_one,22.0
533,Cashback,Yes,29000,caltex,399,799,redmart,399,0,0,cashback,not_eligible,0.0
534,Cashback,No,89000,esso,999,799,cold_storage,399,599,399,cashback,uob_one,133.5666
535,Cashback,No,29000,spc,899,100,ntuc,999,0,100,cashback,not_eligible,0.0
536,Cashback,No,59000,shell,799,599,redmart,0,999,999,cashback,uob_one,146.9766
537,Cashback,No,49000,esso,899,799,cold_storage,0,599,599,cashback,uob_one,106.9533
538,Cashback,No,69000,caltex,899,899,redmart,799,599,899,cashback,uob_one,106.9533
539,Cashback,Yes,69000,shell,999,599,redmart,899,399,100,cashback,uob_one,110.2966
540,Cashback,Yes,69000,esso,799,100,sheng_shiong,799,100,899,cashback,posb_everyday_cashback,80.0
541,Cashback,Yes,59000,shell,599,0,cold_storage,100,999,399,cashback,uob_one,150.3066
542,Cashback,No,49000,spc,599,799,redmart,799,999,899,cashback,uob_one,133.6333
543,Cashback,No,49000,esso,999,399,cold_storage,599,100,999,cashback,uob_one,113.6233
544,Cashback,Yes,29000,caltex,999,799,ntuc,399,0,999,cashback,not_eligible,0.0
545,Cashback,Yes,59000,public_transport,399,399,cold_storage,0,799,599,cashback,uob_one,146.9066
546,Cashback,Yes,59000,esso,899,100,redmart,999,799,999,cashback,uob_one,120.29329999999999
547,Cashback,Yes,69000,public_transport,0,999,sheng_shiong,599,799,599,cashback,uob_one,120.29329999999999
548,Cashback,Yes,59000,caltex,799,999,redmart,999,599,100,cashback,uob_one,106.9533
549,Cashback,Yes,69000,spc,799,599,redmart,0,599,100,cashback,uob_one,106.9533
550,Cashback,No,69000,public_transport,0,100,redmart,0,799,599,cashback,uob_one,72.95
551,Cashback,Yes,69000,public_transport,399,999,giant,599,599,799,cashback,uob_one,167.0
552,Cashback,Yes,69000,public_transport,0,599,cold_storage,100,0,100,cashback,uob_one,22.0
553,Cashback,Yes,89000,public_transport,399,599,giant,599,999,0,cashback,uob_one,167.0
554,Cashback,Yes,89000,public_transport,100,999,sheng_shiong,799,799,0,cashback,uob_one,126.9633
555,Cashback,No,89000,public_transport,0,899,cold_storage,999,0,899,cashback,uob_one,133.6333
556,Cashback,Yes,89000,esso,799,599,giant,0,100,399,cashback,posb_everyday_cashback,40.617000000000004
557,Cashback,Yes,69000,shell,999,999,cold_storage,0,399,0,cashback,uob_one,110.2966
558,Cashback,Yes,49000,esso,899,399,sheng_shiong,999,999,799,cashback,uob_one,133.6333
559,Cashback,Yes,39000,shell,599,100,redmart,599,399,999,cashback,uob_one,103.6166
560,Cashback,Yes,89000,public_transport,100,0,redmart,399,599,899,cashback,posb_everyday_cashback,71.697
561,Cashback,Yes,39000,public_transport,399,599,giant,899,799,399,cashback,uob_one,167.0
562,Cashback,No,39000,caltex,799,999,sheng_shiong,100,599,100,cashback,not_eligible,0.0
563,Cashback,No,69000,public_transport,399,399,cold_storage,0,399,999,cashback,uob_one,120.22659999999999
564,Cashback,No,49000,spc,899,399,giant,399,0,100,cashback,uob_one,52.95
565,Cashback,Yes,39000,shell,399,599,sheng_shiong,399,100,999,cashback,uob_one,80.3333
566,Cashback,No,49000,spc,899,899,cold_storage,999,399,899,cashback,uob_one,160.2466
567,Cashback,No,89000,shell,799,799,giant,599,0,799,cashback,uob_one,120.2966
568,Cashback,Yes,69000,public_transport,399,0,sheng_shiong,799,799,999,cashback,uob_one,146.9066
569,Cashback,No,39000,caltex,399,399,redmart,599,0,999,cashback,not_eligible,0.0
570,Cashback,Yes,89000,esso,999,0,redmart,0,899,799,cashback,uob_one,126.9633
571,Cashback,No,59000,public_transport,0,599,cold_storage,999,599,799,cashback,uob_one,167.0
572,Cashback,Yes,69000,caltex,999,399,sheng_shiong,999,100,999,cashback,posb_everyday_cashback,80.0
573,Cashback,No,39000,caltex,999,0,sheng_shiong,799,899,0,cashback,not_eligible,0.0
574,Cashback,No,89000,shell,599,999,cold_storage,899,899,599,cashback,uob_one,167.0
575,Cashback,Yes,49000,esso,599,100,ntuc,599,399,100,cashback,uob_one,52.95
576,Cashback,No,79000,spc,899,899,redmart,899,0,799,cashback,posb_everyday_cashback,80.0
577,Cashback,Yes,89000,spc,599,899,cold_storage,599,999,599,cashback,uob_one,167.0
578,Cashback,Yes,89000,esso,999,899,giant,999,899,599,cashback,uob_one,167.0
579,Cashback,Yes,49000,spc,799,100,redmart,0,399,599,cashback,uob_one,52.95
580,Cashback,Yes,89000,spc,399,0,giant,599,0,599,cashback,uob_one,62.95
581,Cashback,No,89000,esso,999,899,giant,0,799,799,cashback,uob_one,120.29329999999999
582,Cashback,No,79000,spc,999,899,giant,0,399,100,cashback,uob_one,93.6133
583,Cashback,No,59000,esso,599,599,sheng_shiong,799,100,899,cashback,posb_everyday_cashback,80.0
584,Cashback,Yes,79000,public_transport,0,899,ntuc,999,799,599,cashback,uob_one,120.29329999999999
585,Cashback,No,89000,public_transport,100,399,giant,899,599,399,cashback,uob_one,167.0
586,Cashback,No,79000,caltex,399,999,sheng_shiong,100,100,100,cashback,posb_everyday_cashback,43.467
587,Cashback,No,69000,caltex,899,399,ntuc,100,399,799,cashback,uob_one,93.6133
588,Cashback,Yes,39000,esso,999,899,sheng_shiong,399,899,999,cashback,uob_one,126.9633
589,Cashback,No,59000,spc,999,799,redmart,799,0,899,cashback,posb_everyday_cashback,80.0
590,Cashback,No,49000,spc,599,100,ntuc,399,899,899,cashback,uob_one,126.9633
591,Cashback,No,89000,esso,899,100,giant,799,0,599,cashback,uob_one,120.29329999999999
592,Cashback,No,59000,caltex,899,0,giant,899,0,999,cashback,uob_one,126.9633
593,Cashback,No,79000,shell,399,799,giant,599,0,399,cashback,uob_one,113.6166
